"UNIQUEID","dominant_error_pattern","error_cluster_tag","instructional_red_flags"
"PQ_SAF-01_1","Students confuse universal prevention tiers with individualized specialty support, treating Tier 1 as a vehicle for disability-specific intensive planning rather than schoolwide expectations taught to all.","tier-level-confusion","Distractor A conflates Tier 1 with individualized IEP-style supports—students need direct comparison of universal vs intensive scope (all students vs identified few). Distractor C mistakes Tier 2 targeted group work as Tier 1 universal practice. Distractor D blurs PBIS with special education service delivery models. Teach students to ask: 'Is this practice for everyone, or only for identified students?' before assigning tiers."
"PQ_SAF-01_10","Students underestimate cyberbullying harm and scope by treating it as a less serious form of in-person bullying, missing permanence, audience amplification, and 24/7 access as defining risk factors.","overgeneralization","Distractor A assumes online bullying is inherently less harmful, overlooking the persistence and reach mechanisms unique to digital platforms. Distractor C assumes only known peers can cyberbully, ignoring anonymity and broader-network victimization. Distractor D treats cyberbullying as outside school jurisdiction, confusing off-campus location with school responsibility when climate impact occurs. Use comparison chart: map permanence, audience size, and continuity differences between in-person exclusion and online exclusion."
"PQ_SAF-01_11","Students treat PBIS and school climate as separate technical initiatives rather than integrated systems where behavior practices actively reshape relational and environmental conditions.","model-conflation","Distractor A assumes PBIS operates independently of climate, as if systems can be siloed. Distractor C reduces multidimensional climate to a single metric (attendance), oversimplifying measurement. Distractor D sequences PBIS as a remedial fix for broken climate instead of as both prevention and improvement architecture. Show students a systems diagram linking PBIS (practices) → climate (environment) → outcomes (learning and safety)."
"PQ_SAF-01_12","Students apply unrealistic all-or-nothing success criteria to evidence-based peer interventions, misunderstanding that bystander programs generate measurable risk reduction without eliminating all incidents.","population-confusion","Distractor A expects complete bullying elimination, conflating program efficacy with perfect prevention. Distractor C undervalues peer influence, assuming students cannot meaningfully reduce bullying without adult presence. Distractor D confuses structured de-escalation methods with untrained peer confrontation, predicting conflict escalation instead of harm reduction. Anchor success in data: 'Bystander programs reduce severity and frequency. What percentage reduction would count as effective?'"
"PQ_SAF-01_13","Students apply motivation-based theories to behavior acquisition, conflating a blanket motivation principle with the actual reinforcement fading that occurs during PBIS skill consolidation.","validity-reliability-confusion","Distractor A assumes positive reinforcement always destroys intrinsic motivation over time, imposing a global causation claim without considering the acquisition-to-maintenance phase shift. Distractor C views acknowledgment systems as inherently manipulative, missing conditions that make reinforcement credible and acceptable. Distractor D dismisses Tier 1 reinforcement without individual consequences, undervaluing universal supports. Present research on reinforcement fade timelines: separate initial learning (external support) from fluent performance (intrinsic)."
"PQ_SAF-01_14","Students skip ongoing fidelity monitoring after initial training, assuming that one-time implementation dosing provides sustained quality without continuous process verification.","prerequisite-skipping","Distractor A halts fidelity checks after training, eliminating the feedback loop needed to detect drift. Distractor C narrows fidelity relevance to research-only contexts, divorcing integrity checks from routine school practice. Distractor D permits unlimited component adaptations, blurring the boundary between intentional local fit and erosion of model integrity. Use a checklist: 'Fidelity monitoring: ongoing measure of adherence to core components. When was your last check?'"
"PQ_SAF-01_15","Students bypass bias analysis and jump to enforcement intensity, assuming stricter punishment for subjective infractions will create fairness without addressing the biased decision criteria upstream.","role-confusion","Distractor A accepts disproportionality as behavioral fact, ignoring documented bias pathways in subjective discipline decisions. Distractor C avoids data dialogue on racial patterns, prioritizing discomfort over equity work. Distractor D escalates consequences before fixing definition clarity and staff consistency, placing correction in the wrong sequence. Teach the equity sequence: (1) analyze criteria/definitions for bias, (2) train staff for consistency, (3) then proportionate consequences."
"PQ_SAF-01_16","Students limit SEL's scope to value transmission alone, missing CASEL's broader competency domains and the integrated cross-setting implementation required for comprehensive social-emotional development.","scope-undergeneralization","Distractor B assumes character education and SEL are identical, collapsing distinct instructional models and evidence bases. Distractor C assigns constructs to grade bands, falsely narrowing cross-grade applicability. Distractor D reverses the empirical support (claiming SEL lacks evidence while character education has it), contradicting research showing comprehensive SEL effectiveness. Display CASEL's five competencies (self-awareness, self-management, social awareness, relationship skills, responsible decision-making) alongside character-education value lists to highlight scope difference."
"PQ_SAF-01_17","Students recommend universal instruction skipping when many students fall below benchmark, jumping directly to Tier 2/Tier 3 supports instead of systematically diagnosing and strengthening the core Tier 1 curriculum first.","sequence-inversion","Distractor A abandons Tier 1 improvement when high risk rates appear, confusing individual diagnosis with systems-level instruction quality review. Distractor C sequences mass individual psychoeducational evaluations before core instruction analysis, reversing problem-solving order. Distractor D raises standards as a behavior-change lever, confusing motivation pressure with instructional quality and opportunity-to-learn improvement. Walk through MTSS logic: 'If 35% are below benchmark, does that mean 35% have disabilities, or does it signal a Tier 1 curriculum/instruction problem?'"
"PQ_SAF-01_18","Students isolate aggressive behavior from its victimization context, treating bullying-related aggression as a standalone conduct problem rather than a risk pathway requiring dual focus on both victimization and emerging harm.","component-confusion","Distractor A targets aggressive behavior alone, skipping the underlying victimization that fuels aggression risk. Distractor C applies trait-based moral judgment ('bad student') instead of functional behavior formulation tied to trauma and peer victimization. Distractor D defaults to exclusionary discipline, bypassing therapeutic and restorative supports that reduce reoffending risk. Use a causal pathway diagram: 'Victimization → Aggression. Treating aggression without addressing victimization is like treating the symptom and ignoring the infection.'"
